"product","variable","frame_id","source_sheet","source_url","source_release_date","workbook_sha256","supported","unsupported_reason"
"madipge-acld11-d-persons-11-16-21","ADCP_21","ACLD001","Person Related Data Items","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
"madipge-acld11-d-persons-11-16-21","ADFP_21","ACLD002","Person Related Data Items","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
"madipge-acld11-d-persons-11-16-21","AGEN_11","ACLD003","Continuous Variables","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
"madipge-acld11-d-persons-11-16-21","AGEN_16","ACLD004","Continuous Variables","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
"madipge-acld11-d-persons-11-16-21","AGEN_21","ACLD004","Continuous Variables","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
"madipge-acld11-d-persons-11-16-21","AGEP_11","ACLD005","Person Related Data Items","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
"madipge-acld11-d-persons-11-16-21","AGEP_16","ACLD005","Person Related Data Items","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
"madipge-acld11-d-persons-11-16-21","AGEP_21","ACLD005","Person Related Data Items","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
"madipge-acld11-d-persons-11-16-21","AGEP_FP_11","ACLD006","Female Parent Related Data","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
"madipge-acld11-d-persons-11-16-21","AGEP_FP_16","ACLD006","Female Parent Related Data","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx","2023-12-19","bd0945f639fa8e8dafd59ca0b63df0276a590616063e26619a0eef9852cbecad",TRUE,""
